,Field,subject_id,workflow_id_x,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact,Sum,transFrac,stableFrac,extendFrac,unsureFrac,arteFrac,T+U,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,LC,RA_x,Dec_x,Image,runcat,date_obs,medianFlux(mJy),LCurl,Imageurl,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA_y,RA_err,Dec_y,Dec_err,t/v,Extended?,Notes,"ML? (<2"")",ML_r (arcsec),ML Notes
149,4U1543,70792680,19109,T0,question_reducer,3,0,0,3.6.0,5,1,9,0.555555556,0.333333333,0,0,0.111111111,0.555555556,15976,19109,100065,"{""LC"":""29_ra237.816_dec-47.732_4U1543TraPDB_anderssonLC.png"",""RA"":""237.81614026737302"",""Dec"":""-47.731602776304506"",""Image"":""29_ra237.816_dec-47.732_4U1543TraPDB_anderssonImage.png"",""runcat"":""29"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""2.5909615457941""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7f18e5cd-bfdd-4223-8ef6-cad4c1ec167f.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/19a049cb-fd12-4a3b-a86f-927f0aa8c1ca.png""}",10,2022-01-28 06:38:27 UTC,classification_count,2021-12-03 16:37:43 UTC,2021-12-03 16:37:43 UTC,29_ra237.816_dec-47.732_4U1543TraPDB_anderssonLC.png,237.8161403,-47.73160278,29_ra237.816_dec-47.732_4U1543TraPDB_anderssonImage.png,29,2021-07-31T19:37:45.994,2.590961546,https://panoptes-uploads.zooniverse.org/subject_location/7f18e5cd-bfdd-4223-8ef6-cad4c1ec167f.png,https://panoptes-uploads.zooniverse.org/subject_location/19a049cb-fd12-4a3b-a86f-927f0aa8c1ca.png,8.269809115,0.037116019,0.002815263,0.002590962,0.002585416,21,N,237.8161432,0.000303097,-47.73154262,0.000303097,1,0,,0,0,
150,4U1543,70792689,19109,T0,question_reducer,2,2,1,3.6.0,4,0,9,0.444444444,0.222222222,0.111111111,0.222222222,0,0.666666667,15976,19109,100065,"{""LC"":""241_ra236.974_dec-48.085_4U1543TraPDB_anderssonLC.png"",""RA"":""236.974302968973"",""Dec"":""-48.0850848411497"",""Image"":""241_ra236.974_dec-48.085_4U1543TraPDB_anderssonImage.png"",""runcat"":""241"",""date_obs"":""2021-10-23T11:11:17.559"",""medianFlux(mJy)"":""5.80542914870471""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0a8904eb-e189-4e7c-9d1b-4470cb99305a.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/0600da99-ef62-4d8a-a39b-c608eb310c57.png""}",10,2022-02-17 04:51:04 UTC,classification_count,2021-12-03 16:37:45 UTC,2021-12-03 16:37:45 UTC,241_ra236.974_dec-48.085_4U1543TraPDB_anderssonLC.png,236.974303,-48.08508484,241_ra236.974_dec-48.085_4U1543TraPDB_anderssonImage.png,241,2021-10-23T11:11:17.559,5.805429149,https://panoptes-uploads.zooniverse.org/subject_location/0a8904eb-e189-4e7c-9d1b-4470cb99305a.png,https://panoptes-uploads.zooniverse.org/subject_location/0600da99-ef62-4d8a-a39b-c608eb310c57.png,21.4039709,0.029804106,0.006134395,0.005805429,0.005808084,21,N,236.9742248,0.000303085,-48.0851389,0.000303085,1,0,,0,0,
151,4U1543,70792709,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100065,"{""LC"":""279_ra236.908_dec-47.147_4U1543TraPDB_anderssonLC.png"",""RA"":""236.90772518884398"",""Dec"":""-47.1465721672221"",""Image"":""279_ra236.908_dec-47.147_4U1543TraPDB_anderssonImage.png"",""runcat"":""279"",""date_obs"":""2021-10-23T11:11:17.559"",""medianFlux(mJy)"":""4.082347649912539""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4b2b2974-ca15-4fdc-bafe-6e8ed8d646a7.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/1ce415ee-b8da-43c4-a16f-ec2e4b6ada59.png""}",10,2022-02-09 02:20:06 UTC,classification_count,2021-12-03 16:37:53 UTC,2021-12-03 16:37:53 UTC,279_ra236.908_dec-47.147_4U1543TraPDB_anderssonLC.png,236.9077252,-47.14657217,279_ra236.908_dec-47.147_4U1543TraPDB_anderssonImage.png,279,2021-10-23T11:11:17.559,4.08234765,https://panoptes-uploads.zooniverse.org/subject_location/4b2b2974-ca15-4fdc-bafe-6e8ed8d646a7.png,https://panoptes-uploads.zooniverse.org/subject_location/1ce415ee-b8da-43c4-a16f-ec2e4b6ada59.png,11.58602299,0.042583092,0.004263219,0.004082348,0.004019124,21,N,236.9076266,0.000303096,-47.14662626,0.000303096,1,0,,0,0,
153,4U1543,70792753,19109,T0,question_reducer,2,0,1,3.6.0,6,1,10,0.6,0.2,0.1,0,0.1,0.6,15976,19109,100065,"{""LC"":""112_ra237.413_dec-47.324_4U1543TraPDB_anderssonLC.png"",""RA"":""237.412517563757"",""Dec"":""-47.3236548027003"",""Image"":""112_ra237.413_dec-47.324_4U1543TraPDB_anderssonImage.png"",""runcat"":""112"",""date_obs"":""2021-10-31T13:11:42.930"",""medianFlux(mJy)"":""8.01426724931578""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/802e805a-46d0-4016-a8bb-0470bf7da1c9.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/67be1d8c-3968-4596-893f-4d59ce9f09e1.png""}",10,2022-02-15 22:02:50 UTC,classification_count,2021-12-03 16:38:07 UTC,2021-12-03 16:38:07 UTC,112_ra237.413_dec-47.324_4U1543TraPDB_anderssonLC.png,237.4125176,-47.3236548,112_ra237.413_dec-47.324_4U1543TraPDB_anderssonImage.png,112,2021-10-31T13:11:42.930,8.014267249,https://panoptes-uploads.zooniverse.org/subject_location/802e805a-46d0-4016-a8bb-0470bf7da1c9.png,https://panoptes-uploads.zooniverse.org/subject_location/67be1d8c-3968-4596-893f-4d59ce9f09e1.png,83.02778296,0.055781617,0.008509101,0.008014267,0.007886231,21,N,237.4125165,0.000303084,-47.32364521,0.000303084,1,0,,1,1.12,1dp
155,4U1543,70792803,19109,T0,question_reducer,3,0,0,3.6.0,5,1,9,0.555555556,0.333333333,0,0,0.111111111,0.555555556,15976,19109,100065,"{""LC"":""12_ra237.946_dec-47.945_4U1543TraPDB_anderssonLC.png"",""RA"":""237.946002716377"",""Dec"":""-47.9450277387591"",""Image"":""12_ra237.946_dec-47.945_4U1543TraPDB_anderssonImage.png"",""runcat"":""12"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""0.562665113930343""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e8439f0a-1ea0-479b-bfe0-74d3daaacc0e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/aaf3842d-4253-498a-8e1c-d92638d53122.png""}",10,2022-02-01 20:09:12 UTC,classification_count,2021-12-03 16:38:31 UTC,2021-12-03 16:38:31 UTC,12_ra237.946_dec-47.945_4U1543TraPDB_anderssonLC.png,237.9460027,-47.94502774,12_ra237.946_dec-47.945_4U1543TraPDB_anderssonImage.png,12,2021-07-31T19:37:45.994,0.562665114,https://panoptes-uploads.zooniverse.org/subject_location/e8439f0a-1ea0-479b-bfe0-74d3daaacc0e.png,https://panoptes-uploads.zooniverse.org/subject_location/aaf3842d-4253-498a-8e1c-d92638d53122.png,1.408102938,0.070872546,0.000643726,0.000562665,0.000556398,21,N,237.9459496,0.00030343,-47.94493758,0.00030343,1,0,,1,1.099,1dp
156,4U1543,70792836,19109,T0,question_reducer,3,1,2,3.6.0,4,0,10,0.4,0.3,0.2,0.1,0,0.5,15976,19109,100065,"{""LC"":""146_ra237.318_dec-48.068_4U1543TraPDB_anderssonLC.png"",""RA"":""237.31814208576802"",""Dec"":""-48.068363708545704"",""Image"":""146_ra237.318_dec-48.068_4U1543TraPDB_anderssonImage.png"",""runcat"":""146"",""date_obs"":""2021-06-19T21:13:27.901"",""medianFlux(mJy)"":""0.139250092372937""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/841fad3e-382a-4b4f-a981-7eb6fde8964e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/134ae599-92ec-44ad-9f01-58ca6f1312cc.png""}",10,2022-02-10 05:33:04 UTC,classification_count,2021-12-03 16:38:52 UTC,2021-12-03 16:38:52 UTC,146_ra237.318_dec-48.068_4U1543TraPDB_anderssonLC.png,237.3181421,-48.06836371,146_ra237.318_dec-48.068_4U1543TraPDB_anderssonImage.png,146,2021-06-19T21:13:27.901,0.139250092,https://panoptes-uploads.zooniverse.org/subject_location/841fad3e-382a-4b4f-a981-7eb6fde8964e.png,https://panoptes-uploads.zooniverse.org/subject_location/134ae599-92ec-44ad-9f01-58ca6f1312cc.png,0.657512565,0.178455472,0.000206548,0.00013925,0.000145733,8,N,237.3179891,0.000495818,-48.06818166,0.000495818,1,0,marginal,0,0,
157,4U1543,70792856,19109,T0,question_reducer,2,1,1,3.6.0,6,0,10,0.6,0.2,0.1,0.1,0,0.7,15976,19109,100065,"{""LC"":""609_ra235.627_dec-47.468_4U1543TraPDB_anderssonLC.png"",""RA"":""235.62703554893798"",""Dec"":""-47.4675722662101"",""Image"":""609_ra235.627_dec-47.468_4U1543TraPDB_anderssonImage.png"",""runcat"":""609"",""date_obs"":""2021-10-17T10:56:15.001"",""medianFlux(mJy)"":""0.5676101364922419""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/28208689-7a5f-4526-926e-b4f035a0bf85.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e4b910cb-a74b-47c5-9f0e-44dd5a518cd6.png""}",10,2022-02-15 22:35:47 UTC,classification_count,2021-12-03 16:38:59 UTC,2021-12-03 16:38:59 UTC,609_ra235.627_dec-47.468_4U1543TraPDB_anderssonLC.png,235.6270355,-47.46757227,609_ra235.627_dec-47.468_4U1543TraPDB_anderssonImage.png,609,2021-10-17T10:56:15.001,0.567610136,https://panoptes-uploads.zooniverse.org/subject_location/28208689-7a5f-4526-926e-b4f035a0bf85.png,https://panoptes-uploads.zooniverse.org/subject_location/e4b910cb-a74b-47c5-9f0e-44dd5a518cd6.png,4.106384007,0.128996624,0.000665968,0.00056761,0.000555208,21,N,235.6269574,0.000303539,-47.46770925,0.000303539,1,0,,0,0,
158,4U1543,70792874,19109,T0,question_reducer,2,0,1,3.6.0,7,0,10,0.7,0.2,0.1,0,0,0.7,15976,19109,100065,"{""LC"":""439_ra236.501_dec-47.879_4U1543TraPDB_anderssonLC.png"",""RA"":""236.500964622398"",""Dec"":""-47.8792530109696"",""Image"":""439_ra236.501_dec-47.879_4U1543TraPDB_anderssonImage.png"",""runcat"":""439"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""3.99886636364639""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/68ae8878-ac0c-4066-a612-cf433f662142.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/39d78b7a-ff6d-45a0-92b2-5a52f8d3fab3.png""}",10,2022-02-13 22:35:47 UTC,classification_count,2021-12-03 16:39:13 UTC,2021-12-03 16:39:13 UTC,439_ra236.501_dec-47.879_4U1543TraPDB_anderssonLC.png,236.5009646,-47.87925301,439_ra236.501_dec-47.879_4U1543TraPDB_anderssonImage.png,439,2021-07-31T19:37:45.994,3.998866364,https://panoptes-uploads.zooniverse.org/subject_location/68ae8878-ac0c-4066-a612-cf433f662142.png,https://panoptes-uploads.zooniverse.org/subject_location/39d78b7a-ff6d-45a0-92b2-5a52f8d3fab3.png,31.79811395,0.057929291,0.004510457,0.003998866,0.004097954,21,N,236.5009835,0.000303097,-47.87919503,0.000303097,1,0,Volunteer-fave,0,0,
160,4U1543,70792923,19109,T0,question_reducer,3,0,1,3.6.0,5,1,10,0.5,0.3,0.1,0,0.1,0.5,15976,19109,100065,"{""LC"":""586_ra235.831_dec-47.516_4U1543TraPDB_anderssonLC.png"",""RA"":""235.83132695660302"",""Dec"":""-47.51575533234679"",""Image"":""586_ra235.831_dec-47.516_4U1543TraPDB_anderssonImage.png"",""runcat"":""586"",""date_obs"":""2021-09-05T16:43:49.936"",""medianFlux(mJy)"":""0.698758063233744""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c1f8525e-4037-490a-85d0-43248f0046ab.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/48bcceb8-1f26-483e-bbcc-064b56f5fd14.png""}",10,2022-02-02 18:46:31 UTC,classification_count,2021-12-03 16:39:32 UTC,2021-12-03 16:39:32 UTC,586_ra235.831_dec-47.516_4U1543TraPDB_anderssonLC.png,235.831327,-47.51575533,586_ra235.831_dec-47.516_4U1543TraPDB_anderssonImage.png,586,2021-09-05T16:43:49.936,0.698758063,https://panoptes-uploads.zooniverse.org/subject_location/c1f8525e-4037-490a-85d0-43248f0046ab.png,https://panoptes-uploads.zooniverse.org/subject_location/48bcceb8-1f26-483e-bbcc-064b56f5fd14.png,0.881572376,0.050749145,0.000765513,0.000698758,0.000698049,21,N,235.8313608,0.000303367,-47.51569052,0.000303367,1,0,,0,0,
161,4U1543,70792950,19109,T0,question_reducer,2,0,1,3.6.0,5,1,9,0.555555556,0.222222222,0.111111111,0,0.111111111,0.555555556,15976,19109,100065,"{""LC"":""163_ra237.244_dec-48.086_4U1543TraPDB_anderssonLC.png"",""RA"":""237.244019866968"",""Dec"":""-48.086197302096004"",""Image"":""163_ra237.244_dec-48.086_4U1543TraPDB_anderssonImage.png"",""runcat"":""163"",""date_obs"":""2021-10-23T11:11:17.559"",""medianFlux(mJy)"":""5.67110343123667""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c9f8ef30-ad60-4244-bad7-aa8cb0dfc920.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/c2cc29b4-736a-44f4-a8f0-bdae4c86558b.png""}",10,2022-02-01 22:03:06 UTC,classification_count,2021-12-03 16:39:40 UTC,2021-12-03 16:39:40 UTC,163_ra237.244_dec-48.086_4U1543TraPDB_anderssonLC.png,237.2440199,-48.0861973,163_ra237.244_dec-48.086_4U1543TraPDB_anderssonImage.png,163,2021-10-23T11:11:17.559,5.671103431,https://panoptes-uploads.zooniverse.org/subject_location/c9f8ef30-ad60-4244-bad7-aa8cb0dfc920.png,https://panoptes-uploads.zooniverse.org/subject_location/c2cc29b4-736a-44f4-a8f0-bdae4c86558b.png,23.61243688,0.029293479,0.006030031,0.005671103,0.005761725,21,N,237.2439501,0.000303084,-48.08625739,0.000303084,1,0,weird,0,0,
162,4U1543,70792982,19109,T0,question_reducer,3,0,0,3.6.0,6,1,10,0.6,0.3,0,0,0.1,0.6,15976,19109,100065,"{""LC"":""156_ra237.261_dec-47.217_4U1543TraPDB_anderssonLC.png"",""RA"":""237.26076641680802"",""Dec"":""-47.2166982884478"",""Image"":""156_ra237.261_dec-47.217_4U1543TraPDB_anderssonImage.png"",""runcat"":""156"",""date_obs"":""2021-10-31T13:11:42.930"",""medianFlux(mJy)"":""0.510590289423696""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/165481f6-0472-4c39-8302-5d0f3ef458bc.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/945142b4-efd2-426b-a65b-4e1f172564ec.png""}",10,2022-02-07 13:36:19 UTC,classification_count,2021-12-03 16:39:49 UTC,2021-12-03 16:39:49 UTC,156_ra237.261_dec-47.217_4U1543TraPDB_anderssonLC.png,237.2607664,-47.21669829,156_ra237.261_dec-47.217_4U1543TraPDB_anderssonImage.png,156,2021-10-31T13:11:42.930,0.510590289,https://panoptes-uploads.zooniverse.org/subject_location/165481f6-0472-4c39-8302-5d0f3ef458bc.png,https://panoptes-uploads.zooniverse.org/subject_location/945142b4-efd2-426b-a65b-4e1f172564ec.png,6.444473495,0.1991268,0.000685985,0.00051059,0.00050967,21,N,237.2607237,0.000303864,-47.2166613,0.000303864,1,0,,0,0,
163,4U1543,70792990,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100065,"{""LC"":""170_ra237.207_dec-47.712_4U1543TraPDB_anderssonLC.png"",""RA"":""237.207087018805"",""Dec"":""-47.7119486187492"",""Image"":""170_ra237.207_dec-47.712_4U1543TraPDB_anderssonImage.png"",""runcat"":""170"",""date_obs"":""2021-07-31T19:37:45.994"",""medianFlux(mJy)"":""4.04484378991447""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ca265b65-17b3-4ca5-b771-869cc6f9f489.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/3eb1d817-e121-45f5-a6d6-45af837d7bfe.png""}",10,2022-02-13 21:47:23 UTC,classification_count,2021-12-03 16:39:52 UTC,2021-12-03 16:39:52 UTC,170_ra237.207_dec-47.712_4U1543TraPDB_anderssonLC.png,237.207087,-47.71194862,170_ra237.207_dec-47.712_4U1543TraPDB_anderssonImage.png,170,2021-07-31T19:37:45.994,4.04484379,https://panoptes-uploads.zooniverse.org/subject_location/ca265b65-17b3-4ca5-b771-869cc6f9f489.png,https://panoptes-uploads.zooniverse.org/subject_location/3eb1d817-e121-45f5-a6d6-45af837d7bfe.png,2.880636042,0.016057612,0.004168683,0.004044844,0.004048744,21,N,237.2070904,0.000303089,-47.7119038,0.000303089,1,0,,0,0,
164,4U1543,70793015,19109,T0,question_reducer,3,2,1,3.6.0,4,0,10,0.4,0.3,0.1,0.2,0,0.6,15976,19109,100065,"{""LC"":""607_ra235.650_dec-47.575_4U1543TraPDB_anderssonLC.png"",""RA"":""235.649983043668"",""Dec"":""-47.5754588649091"",""Image"":""607_ra235.650_dec-47.575_4U1543TraPDB_anderssonImage.png"",""runcat"":""607"",""date_obs"":""2021-10-04T14:11:58.438"",""medianFlux(mJy)"":""0.935811773811367""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0d454cb9-c336-495a-b808-26bc5bd8567d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/1981a4eb-d400-4c93-983b-57fd74f02082.png""}",10,2022-01-11 10:45:16 UTC,classification_count,2021-12-03 16:39:59 UTC,2021-12-03 16:39:59 UTC,607_ra235.650_dec-47.575_4U1543TraPDB_anderssonLC.png,235.649983,-47.57545886,607_ra235.650_dec-47.575_4U1543TraPDB_anderssonImage.png,607,2021-10-04T14:11:58.438,0.935811774,https://panoptes-uploads.zooniverse.org/subject_location/0d454cb9-c336-495a-b808-26bc5bd8567d.png,https://panoptes-uploads.zooniverse.org/subject_location/1981a4eb-d400-4c93-983b-57fd74f02082.png,2.740217906,0.064534594,0.001041633,0.000935812,0.000933461,21,N,235.6499238,0.000303223,-47.57548124,0.000303223,1,0,,0,0,
165,4U1543,70793035,19109,T0,question_reducer,4,0,0,3.6.0,6,0,10,0.6,0.4,0,0,0,0.6,15976,19109,100065,"{""LC"":""620_ra235.482_dec-47.815_4U1543TraPDB_anderssonLC.png"",""RA"":""235.48185806877004"",""Dec"":""-47.8154870798373"",""Image"":""620_ra235.482_dec-47.815_4U1543TraPDB_anderssonImage.png"",""runcat"":""620"",""date_obs"":""2021-10-31T13:11:42.930"",""medianFlux(mJy)"":""1.94310356105225""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/54d14ff6-f343-4ea2-91d3-d97453245d1f.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/7efe72b7-2b73-44f7-b2a1-18a3434d4363.png""}",10,2022-02-07 18:33:28 UTC,classification_count,2021-12-03 16:40:05 UTC,2021-12-03 16:40:05 UTC,620_ra235.482_dec-47.815_4U1543TraPDB_anderssonLC.png,235.4818581,-47.81548708,620_ra235.482_dec-47.815_4U1543TraPDB_anderssonImage.png,620,2021-10-31T13:11:42.930,1.943103561,https://panoptes-uploads.zooniverse.org/subject_location/54d14ff6-f343-4ea2-91d3-d97453245d1f.png,https://panoptes-uploads.zooniverse.org/subject_location/7efe72b7-2b73-44f7-b2a1-18a3434d4363.png,18.89989369,0.076860939,0.002318631,0.001943104,0.001969503,21,N,235.4817931,0.000303115,-47.815483,0.000303115,1,0,,0,0,
170,EXO1846,70793087,19109,T0,question_reducer,1,2,1,3.6.0,6,0,10,0.6,0.1,0.1,0.2,0,0.8,15976,19109,100066,"{""LC"":""89_ra282.321_dec-3.065_EXO1846TraPDB_anderssonLC.png"",""RA"":""282.32124349138803"",""Dec"":""-3.0654847222988497"",""Image"":""89_ra282.321_dec-3.065_EXO1846TraPDB_anderssonImage.png"",""runcat"":""89"",""date_obs"":""2019-09-07T16:28:33.600"",""medianFlux(mJy)"":""1.0179986668629402""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/551ea971-72d2-48a6-b425-31d045b196c7.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/024a984b-bc12-482b-bbd3-83af4616a497.png""}",10,2022-02-10 06:43:01 UTC,classification_count,2021-12-03 16:41:42 UTC,2021-12-03 16:41:42 UTC,89_ra282.321_dec-3.065_EXO1846TraPDB_anderssonLC.png,282.3212435,-3.065484722,89_ra282.321_dec-3.065_EXO1846TraPDB_anderssonImage.png,89,2019-09-07T16:28:33.600,1.017998667,https://panoptes-uploads.zooniverse.org/subject_location/551ea971-72d2-48a6-b425-31d045b196c7.png,https://panoptes-uploads.zooniverse.org/subject_location/024a984b-bc12-482b-bbd3-83af4616a497.png,9528.874667,1.533335283,0.034733226,0.001017999,0.007267827,16,N,282.3212307,0.000694752,-3.065442638,0.000694752,1,0,EXO itself,0,0,
171,EXO1846,70793134,19109,T0,question_reducer,2,2,1,3.6.0,4,1,10,0.4,0.2,0.1,0.2,0.1,0.6,15976,19109,100066,"{""LC"":""87_ra282.315_dec-2.990_EXO1846TraPDB_anderssonLC.png"",""RA"":""282.31497387974497"",""Dec"":""-2.99049536642771"",""Image"":""87_ra282.315_dec-2.990_EXO1846TraPDB_anderssonImage.png"",""runcat"":""87"",""date_obs"":""2019-11-30T11:33:06.200"",""medianFlux(mJy)"":""74.9227087782017""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b623fac5-4a65-40dc-aa99-950d34bd5da9.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4fec8b61-6949-414d-8ca1-bf312dbda328.png""}",10,2022-02-28 19:17:02 UTC,classification_count,2021-12-03 16:41:55 UTC,2021-12-03 16:41:55 UTC,87_ra282.315_dec-2.990_EXO1846TraPDB_anderssonLC.png,282.3149739,-2.990495366,87_ra282.315_dec-2.990_EXO1846TraPDB_anderssonImage.png,87,2019-11-30T11:33:06.200,74.92270878,https://panoptes-uploads.zooniverse.org/subject_location/b623fac5-4a65-40dc-aa99-950d34bd5da9.png,https://panoptes-uploads.zooniverse.org/subject_location/4fec8b61-6949-414d-8ca1-bf312dbda328.png,11.65458696,0.019218664,0.077875877,0.074922709,0.074987306,25,N,282.3148978,0.000555557,-2.990445045,0.000555557,1,0,too good to be true,0,0,
173,EXO1846,70793169,19109,T0,question_reducer,3,1,1,3.6.0,4,1,10,0.4,0.3,0.1,0.1,0.1,0.5,15976,19109,100066,"{""LC"":""4_ra282.957_dec-3.192_EXO1846TraPDB_anderssonLC.png"",""RA"":""282.957076228986"",""Dec"":""-3.1914990905081804"",""Image"":""4_ra282.957_dec-3.192_EXO1846TraPDB_anderssonImage.png"",""runcat"":""4"",""date_obs"":""2020-04-10T07:24:45.800"",""medianFlux(mJy)"":""5.872815504573611""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d9a8d3fe-a14e-49dd-a801-d44466fee705.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/723ac9dc-e333-4f9f-bd72-d83ad65642af.png""}",10,2022-02-15 22:55:32 UTC,classification_count,2021-12-03 16:42:04 UTC,2021-12-03 16:42:04 UTC,4_ra282.957_dec-3.192_EXO1846TraPDB_anderssonLC.png,282.9570762,-3.191499091,4_ra282.957_dec-3.192_EXO1846TraPDB_anderssonImage.png,4,2020-04-10T07:24:45.800,5.872815505,https://panoptes-uploads.zooniverse.org/subject_location/d9a8d3fe-a14e-49dd-a801-d44466fee705.png,https://panoptes-uploads.zooniverse.org/subject_location/723ac9dc-e333-4f9f-bd72-d83ad65642af.png,8.036073113,0.037555744,0.0062358,0.005872816,0.005898341,25,N,282.9573366,0.000555562,-3.191684654,0.000555562,1,0,,0,0,
176,EXO1846,70793186,19109,T0,question_reducer,1,0,1,3.6.0,4,4,10,0.4,0.1,0.1,0,0.4,0.4,15976,19109,100066,"{""LC"":""360_ra282.920_dec-3.415_EXO1846TraPDB_anderssonLC.png"",""RA"":""282.919798542653"",""Dec"":""-3.4152524655131002"",""Image"":""360_ra282.920_dec-3.415_EXO1846TraPDB_anderssonImage.png"",""runcat"":""360"",""date_obs"":""2019-08-31T18:34:59.300"",""medianFlux(mJy)"":""0.6572073041352111""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0a51d15b-0847-4bbf-b345-fb5e020d04de.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b1ccccd1-f644-4c27-9ac3-55fe4acb5760.png""}",10,2022-02-22 00:34:57 UTC,classification_count,2021-12-03 16:42:09 UTC,2021-12-03 16:42:09 UTC,360_ra282.920_dec-3.415_EXO1846TraPDB_anderssonLC.png,282.9197985,-3.415252466,360_ra282.920_dec-3.415_EXO1846TraPDB_anderssonImage.png,360,2019-08-31T18:34:59.300,0.657207304,https://panoptes-uploads.zooniverse.org/subject_location/0a51d15b-0847-4bbf-b345-fb5e020d04de.png,https://panoptes-uploads.zooniverse.org/subject_location/b1ccccd1-f644-4c27-9ac3-55fe4acb5760.png,28.92050041,0.468081074,0.001773141,0.000657207,0.000779889,18,N,282.9200922,0.000655086,-3.414538049,0.000655086,1,0,3 datapoints?,0,0,
